pop,med_age,med_inc,med_home_val,white_pop,black_pop,native_pop,asian_pop,hispanic_pop,hispanic_total,male_pop,masters_plus,bachelors_plus,stem_fields
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
