FIPS,County_Name,county,precinct_id,dem,rep,third,total,pct_dem,pct_rep,pct_third,pct_margin,pop,med_age,med_inc,med_home_val,white_pop,black_pop,native_pop,asian_pop,hispanic_pop,hispanic_total,male_pop,masters_plus,bachelors_plus,stem_fields
37013,BEAUFORT,BEAUFORT,RVRD,2513.0,4971.0,691.0,8175.0,30.74,60.81,8.45,-30.07,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,SURBA,2500.0,9945.0,1198.0,13643.0,18.32,72.89,8.78,-54.57,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,TCRK,2837.0,7012.0,916.0,10765.0,26.35,65.14,8.51,-38.79,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,WASH1,2953.0,2125.0,534.0,5612.0,52.62,37.87,9.52,14.75,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,WASH2,2737.0,1436.0,408.0,4581.0,59.75,31.35,8.91,28.4,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,WASH4,2417.0,2798.0,502.0,5717.0,42.28,48.94,8.78,-6.66,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,WASHP,1925.0,3673.0,520.0,6118.0,31.46,60.04,8.5,-28.58,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37013,BEAUFORT,BEAUFORT,WDPD,1275.0,5394.0,583.0,7252.0,17.58,74.38,8.04,-56.8,44481.0,47.3,55103.0,230100.0,30167.0,7957.0,155.0,240.0,3517.0,44481.0,21387.0,2860.0,4367.0,7540.0
37015,BERTIE,,,,,,,,,,,,,,,,,,,,,,,,
37017,BLADEN,BLADEN,ABSENTEE,4803.0,5240.0,838.0,10881.0,44.14,48.16,7.7,-4.02,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
37017,BLADEN,BLADEN,EV CENTRAL,5819.0,20662.0,2599.0,29080.0,20.01,71.05,8.94,-51.04,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
37017,BLADEN,BLADEN,EV EAST ARCADIA,12707.0,4727.0,1130.0,18564.0,68.45,25.46,6.09,42.99,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
37017,BLADEN,BLADEN,EV NATIONAL GUARD,54677.0,73801.0,10607.0,139085.0,39.31,53.06,7.63,-13.75,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
37017,BLADEN,BLADEN,EV SPAULDING MONROE,12802.0,53615.0,5981.0,72398.0,17.68,74.06,8.26,-56.38,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
37017,BLADEN,BLADEN,EV TAR HEEL RESCUE,15249.0,34741.0,4550.0,54540.0,27.96,63.7,8.34,-35.74,29484.0,44.4,49457.0,122100.0,16792.0,9659.0,772.0,0.0,2812.0,29484.0,14397.0,756.0,2396.0,5334.0
