county,precinct_id,dem,rep,third,total,pct_dem,pct_rep,pct_third,pct_margin
HAYWOOD,ID,7065,11565,4197,22827,30.95,50.66,18.39,-19.71
HAYWOOD,IH,26975,44716,20418,92109,29.29,48.55,22.17,-19.26
HAYWOOD,JC,21389,37409,15123,73921,28.93,50.61,20.46,-21.68
HAYWOOD,LJ,16620,18528,10178,45326,36.67,40.88,22.46,-4.21
HAYWOOD,P,12431,36938,12328,61697,20.15,59.87,19.98,-39.72
HAYWOOD,PC,5506,16131,5492,27129,20.3,59.46,20.24,-39.16
HAYWOOD,SA,13863,24784,9024,47671,29.08,51.99,18.93,-22.91
HAYWOOD,WC,6299,6812,2982,16093,39.14,42.33,18.53,-3.19
HAYWOOD,WE,12789,15568,6664,35021,36.52,44.45,19.03,-7.93
HAYWOOD,WO,1870,4099,1350,7319,25.55,56.0,18.45,-30.45
HAYWOOD,WS-1,16364,19679,8210,44253,36.98,44.47,18.55,-7.49
HAYWOOD,WS-2,13734,16841,7284,37859,36.28,44.48,19.24,-8.2
HAYWOOD,WW,10741,17770,6696,35207,30.51,50.47,19.02,-19.96
HENDERSON,AR,11293,18975,3571,33839,33.37,56.07,10.55,-22.7
HENDERSON,AT,27056,47954,6594,81604,33.16,58.76,8.08,-25.6
HENDERSON,BC,6430,12273,1620,20323,31.64,60.39,7.97,-28.75
HENDERSON,BK,11857,19311,2790,33958,34.92,56.87,8.22,-21.95
HENDERSON,CB,8023,19907,2395,30325,26.46,65.65,7.9,-39.19
HENDERSON,CC,24502,55313,9052,88867,27.57,62.24,10.19,-34.67
HENDERSON,CV,5760,5385,1842,12987,44.35,41.46,14.18,2.89
HENDERSON,ED,18023,47682,5659,71364,25.26,66.82,7.93,-41.56
HENDERSON,EF,15447,36860,4571,56878,27.16,64.81,8.04,-37.65
HENDERSON,ES,16513,32630,4318,53461,30.89,61.04,8.08,-30.15
HENDERSON,EV,18893,40046,5479,64418,29.33,62.17,8.51,-32.84
HENDERSON,FL,37001,54392,14140,105533,35.06,51.54,13.4,-16.48
HENDERSON,FR,29283,41523,13608,84414,34.69,49.19,16.12,-14.5
HENDERSON,GM,10960,18415,3102,32477,33.75,56.7,9.55,-22.95
HENDERSON,GR,12337,45424,4753,62514,19.73,72.66,7.6,-52.93
HENDERSON,HC,25776,48116,7724,81616,31.58,58.95,9.46,-27.37
HENDERSON,HS,22347,35980,5119,63446,35.22,56.71,8.07,-21.49
HENDERSON,HV-1,26184,23051,9286,58521,44.74,39.39,15.87,5.35
HENDERSON,HV-2,24051,22083,8496,54630,44.03,40.42,15.55,3.61
HENDERSON,HV-3,25221,23310,9077,57608,43.78,40.46,15.76,3.32
HENDERSON,LJ,20556,25690,4523,50769,40.49,50.6,8.91,-10.11
HENDERSON,LP,20557,19820,7583,47960,42.86,41.33,15.81,1.53
HENDERSON,MG,7436,16676,2422,26534,28.02,62.85,9.13,-34.83
HENDERSON,NB,21448,60610,7073,89131,24.06,68.0,7.94,-43.94
HENDERSON,NE,19608,30181,5773,55562,35.29,54.32,10.39,-19.03
HENDERSON,NM,23964,45354,9711,79029,30.32,57.39,12.29,-27.07
HENDERSON,NW,16806,25343,3913,46062,36.49,55.02,8.5,-18.53
HENDERSON,PR,20099,38383,5580,64062,31.37,59.92,8.71,-28.55
HENDERSON,PV,18837,26024,4301,49162,38.32,52.94,8.75,-14.62
HENDERSON,RG,17758,32693,4499,54950,32.32,59.5,8.19,-27.18
HENDERSON,RR,7433,15513,2058,25004,29.73,62.04,8.23,-32.31
HENDERSON,SB,20091,50654,6096,76841,26.15,65.92,7.93,-39.77
HENDERSON,SE,9452,20274,2843,32569,29.02,62.25,8.73,-33.23
HENDERSON,SM,25739,59683,11267,96689,26.62,61.73,11.65,-35.11
HENDERSON,SW,21894,32459,5386,59739,36.65,54.33,9.02,-17.68
HERTFORD,A1,24867,6729,5318,36914,67.36,18.23,14.41,49.13
HERTFORD,A2,19253,10402,5055,34710,55.47,29.97,14.56,25.5
HERTFORD,A3,15629,1227,2698,19554,79.93,6.27,13.8,73.66
HERTFORD,BR,5640,1011,1059,7710,73.15,13.11,13.74,60.04
HERTFORD,CM,4062,3669,1207,8938,45.45,41.05,13.5,4.4
HERTFORD,CO,6672,1705,1309,9686,68.88,17.6,13.51,51.28
HERTFORD,HV,6925,5341,2046,14312,48.39,37.32,14.3,11.07
HERTFORD,M1,26354,8004,5534,39892,66.06,20.06,13.87,46.0
HERTFORD,M2,13654,4343,2905,20902,65.32,20.78,13.9,44.54
HERTFORD,ML,3051,5461,1384,9896,30.83,55.18,13.99,-24.35
HERTFORD,SJ,7808,3599,1899,13306,58.68,27.05,14.27,31.63
HERTFORD,UN,9785,4105,2429,16319,59.96,25.15,14.88,34.81
HERTFORD,WN,14986,4699,3369,23054,65.0,20.38,14.61,44.62
HOKE,01,1119,1667,424,3210,34.86,51.93,13.21,-17.07
HOKE,02,3885,6384,1659,11928,32.57,53.52,13.91,-20.95
HOKE,03,1514,1506,499,3519,43.02,42.8,14.18,0.22
HOKE,04,2549,4391,1018,7958,32.03,55.18,12.79,-23.15
HOKE,05,2941,5741,1274,9956,29.54,57.66,12.8,-28.12
HOKE,06B,5718,6995,2086,14799,38.64,47.27,14.1,-8.63
HOKE,12,4243,6493,1727,12463,34.04,52.1,13.86,-18.06
HOKE,13,1804,3926,877,6607,27.3,59.42,13.27,-32.12
HOKE,14,8272,7209,2544,18025,45.89,39.99,14.11,5.9
HOKE,15,4642,4767,1523,10932,42.46,43.61,13.93,-1.15
HOKE,61,1854,1989,644,4487,41.32,44.33,14.35,-3.01
HOKE,62,1277,1217,425,2919,43.75,41.69,14.56,2.06
HOKE,63,6008,4547,1716,12271,48.96,37.05,13.98,11.91
HOKE,64,2712,3628,1044,7384,36.73,49.13,14.14,-12.4
HOKE,65,1529,221,299,2049,74.62,10.79,14.59,63.83
HOKE,ABSENTEE,8443,7990,2509,18942,44.57,42.18,13.25,2.39
HOKE,BOE,114771,96618,33610,244999,46.85,39.44,13.72,7.41
HOKE,PROVISIONAL,830,961,278,2069,40.12,46.45,13.44,-6.33
HOKE,ROCKFISH,72995,93014,25817,191826,38.05,48.49,13.46,-10.44
HYDE,ABSENTEE,1309,718,473,2500,52.36,28.72,18.92,23.64
HYDE,BM,512,2778,697,3987,12.84,69.68,17.48,-56.84
HYDE,ENG,1715,2653,1097,5465,31.38,48.55,20.07,-17.17
HYDE,EV BOE,7110,10650,3715,21475,33.11,49.59,17.3,-16.48
HYDE,EV OCK,4983,2033,1675,8691,57.34,23.39,19.27,33.95
HYDE,FF,1054,1775,623,3452,30.53,51.42,18.05,-20.89
HYDE,LL,1683,1635,711,4029,41.77,40.58,17.65,1.19
HYDE,OCK,2976,1638,1180,5794,51.36,28.27,20.37,23.09
HYDE,PROVISIONAL,170,179,58,407,41.77,43.98,14.25,-2.21
HYDE,SLAD,996,2095,659,3750,26.56,55.87,17.57,-29.31
HYDE,SQ,855,1862,622,3339,25.61,55.77,18.63,-30.16
IREDELL,BA-1,30317,106038,9992,146347,20.72,72.46,6.83,-51.74
IREDELL,BE,25247,84308,8399,117954,21.4,71.48,7.12,-50.08
IREDELL,CC1,39331,91376,10235,140942,27.91,64.83,7.26,-36.92
IREDELL,CC2,41327,84810,9441,135578,30.48,62.55,6.96,-32.07
IREDELL,CC3-1,68668,147658,16401,232727,29.51,63.45,7.05,-33.94
IREDELL,CC4-1,27869,73267,7669,108805,25.61,67.34,7.05,-41.73
IREDELL,CD,18773,86423,7634,112830,16.64,76.6,6.77,-59.96
IREDELL,CH-A,15764,40778,4107,60649,25.99,67.24,6.77,-41.25
IREDELL,CH-B,11871,50864,4687,67422,17.61,75.44,6.95,-57.83
IREDELL,CS,12838,45280,4223,62341,20.59,72.63,6.77,-52.04
IREDELL,DV1A1A,29659,94702,9025,133386,22.24,71.0,6.77,-48.76
IREDELL,DV1B-1,50604,165349,15881,231834,21.83,71.32,6.85,-49.49
IREDELL,DV2A-1,31069,85757,8882,125708,24.72,68.22,7.07,-43.5
IREDELL,DV2B-1,45059,103775,11115,159949,28.17,64.88,6.95,-36.71
IREDELL,DV3A,28920,72936,7764,109620,26.38,66.54,7.08,-40.16
IREDELL,EM,3653,23053,1975,28681,12.74,80.38,6.89,-67.64
IREDELL,FT,47748,155876,14417,218041,21.9,71.49,6.61,-49.59
IREDELL,NH,3123,25676,2650,31449,9.93,81.64,8.43,-71.71
IREDELL,OL,4349,23503,2103,29955,14.52,78.46,7.02,-63.94
IREDELL,SB,4923,37122,3141,45186,10.89,82.15,6.95,-71.26
IREDELL,SH-A,11132,55881,4947,71960,15.47,77.66,6.87,-62.19
IREDELL,SH-B,10649,58443,5067,74159,14.36,78.81,6.83,-64.45
IREDELL,ST1,26207,54271,6187,86665,30.24,62.62,7.14,-32.38
IREDELL,ST2,20011,32523,4162,56696,35.3,57.36,7.34,-22.06
IREDELL,ST3,27733,41201,5144,74078,37.44,55.62,6.94,-18.18
IREDELL,ST4,19713,35193,4294,59200,33.3,59.45,7.25,-26.15
IREDELL,ST5,21738,31766,4267,57771,37.63,54.99,7.39,-17.36
IREDELL,ST6,31193,48485,6022,85700,36.4,56.58,7.03,-20.18
IREDELL,TB,10623,40945,4798,56366,18.85,72.64,8.51,-53.79
IREDELL,UG,4476,28282,2380,35138,12.74,80.49,6.77,-67.75
JACKSON,BCK,8826,16218,2092,27136,32.53,59.77,7.71,-27.24
JACKSON,CAN,2569,6910,737,10216,25.15,67.64,7.21,-42.49
JACKSON,CAS,12522,21087,2707,36316,34.48,58.07,7.45,-23.59
JACKSON,CFK,4599,6936,954,12489,36.82,55.54,7.64,-18.72
JACKSON,CUL,59426,39437,8940,107803,55.12,36.58,8.29,18.54
JACKSON,GCK,8469,12324,1804,22597,37.48,54.54,7.98,-17.06
JACKSON,GLV,10033,23006,2645,35684,28.12,64.47,7.41,-36.35
JACKSON,QUA,26982,31681,4964,63627,42.41,49.79,7.8,-7.38
JACKSON,RIV,5605,9415,1243,16263,34.46,57.89,7.64,-23.43
JACKSON,SAV,7831,14169,1869,23869,32.81,59.36,7.83,-26.55
JACKSON,SCC,12485,19690,2713,34888,35.79,56.44,7.78,-20.65
JACKSON,SDC,49118,54354,8899,112371,43.71,48.37,7.92,-4.66
JACKSON,WEB,17939,18786,3174,39899,44.96,47.08,7.96,-2.12
JOHNSTON,ABS-SUPPLEMENTAL,4228,5731,2727,12686,33.33,45.18,21.5,-11.85
JOHNSTON,ABSENTEE,51403,64223,30931,146557,35.07,43.82,21.11,-8.75
JOHNSTON,EV-ARCHER LODGE,140533,324229,126058,590820,23.79,54.88,21.34,-31.09
JOHNSTON,EV-BENSON,34315,185959,59038,279312,12.29,66.58,21.14,-54.29
JOHNSTON,EV-CLAYTON,205869,330672,149915,686456,29.99,48.17,21.84,-18.18
JOHNSTON,EV-CLEVELAND,121442,250665,102335,474442,25.6,52.83,21.57,-27.23
JOHNSTON,EV-PRINCETON,11533,78805,23671,114009,10.12,69.12,20.76,-59.0
JOHNSTON,EV-PROVIDENCE,45628,171844,57782,275254,16.58,62.43,20.99,-45.85
JOHNSTON,EV-SELMA,44619,97350,37988,179957,24.79,54.1,21.11,-29.31
JOHNSTON,EV-SMITHFIELD,89522,198119,79697,367338,24.37,53.93,21.7,-29.56
JOHNSTON,EV-WATKINS,18903,60342,20721,99966,18.91,60.36,20.73,-41.45
JOHNSTON,PR04,2247,8077,2837,13161,17.07,61.37,21.56,-44.3
JOHNSTON,PR07,2774,12103,4066,18943,14.64,63.89,21.46,-49.25
JOHNSTON,PR08,1792,11824,3642,17258,10.38,68.51,21.1,-58.13
JOHNSTON,PR09,6466,12746,5481,24693,26.19,51.62,22.2,-25.43
JOHNSTON,PR10A,5504,8049,3863,17416,31.6,46.22,22.18,-14.62
JOHNSTON,PR10B,3204,6190,2481,11875,26.98,52.13,20.89,-25.15
JOHNSTON,PR11A,2869,7459,2956,13284,21.6,56.15,22.25,-34.55
JOHNSTON,PR11B,6739,11197,4904,22840,29.51,49.02,21.47,-19.51
JOHNSTON,PR12A,7270,13070,5460,25800,28.18,50.66,21.16,-22.48
JOHNSTON,PR12B,5546,11385,4843,21774,25.47,52.29,22.24,-26.82
JOHNSTON,PR13,4550,15303,5282,25135,18.1,60.88,21.01,-42.78
JOHNSTON,PR14,2327,12420,3929,18676,12.46,66.5,21.04,-54.04
JOHNSTON,PR19,2546,11184,3661,17391,14.64,64.31,21.05,-49.67
JOHNSTON,PR20,5307,12622,4937,22866,23.21,55.2,21.59,-31.99
JOHNSTON,PR21,2768,15011,4816,22595,12.25,66.44,21.31,-54.19
JOHNSTON,PR22,4048,14540,5082,23670,17.1,61.43,21.47,-44.33
JOHNSTON,PR23A,4759,15222,5730,25711,18.51,59.2,22.29,-40.69
JOHNSTON,PR23B,4713,14518,5237,24468,19.26,59.33,21.4,-40.07
JOHNSTON,PR24,3781,4162,2244,10187,37.12,40.86,22.03,-3.74
JOHNSTON,PR25,4338,5573,2689,12600,34.43,44.23,21.34,-9.8
JOHNSTON,PR26,3817,3751,2196,9764,39.09,38.42,22.49,0.67
JOHNSTON,PR27A,2702,3330,1648,7680,35.18,43.36,21.46,-8.18
JOHNSTON,PR27B,3119,6829,2777,12725,24.51,53.67,21.82,-29.16
JOHNSTON,PR28,4837,9703,4102,18642,25.95,52.05,22.0,-26.1
JOHNSTON,PR29A,7059,15436,6349,28844,24.47,53.52,22.01,-29.05
JOHNSTON,PR29B,13256,25388,10874,49518,26.77,51.27,21.96,-24.5
JOHNSTON,PR30,7375,14436,5900,27711,26.61,52.09,21.29,-25.48
JOHNSTON,PR31A,3418,8727,3394,15539,22.0,56.16,21.84,-34.16
JOHNSTON,PR31B,6896,15448,6267,28611,24.1,53.99,21.9,-29.89
JOHNSTON,PR32,4120,13829,4912,22861,18.02,60.49,21.49,-42.47
JOHNSTON,PR33,3511,12932,4544,20987,16.73,61.62,21.65,-44.89
JOHNSTON,PR34,8423,14546,6647,29616,28.44,49.12,22.44,-20.68
JOHNSTON,PR35,4839,15628,5614,26081,18.55,59.92,21.53,-41.37
JOHNSTON,PR36,4131,13474,4510,22115,18.68,60.93,20.39,-42.25
JOHNSTON,PR37,5103,16652,6062,27817,18.34,59.86,21.79,-41.52
JOHNSTON,PR38,1672,13469,4097,19238,8.69,70.01,21.3,-61.32
JOHNSTON,PROVISIONAL,3294,6468,2644,12406,26.55,52.14,21.31,-25.59
JONES,ABSENTEE,1126,2521,368,4015,28.04,62.79,9.17,-34.75
JONES,EARLY VOTING,25877,60344,8140,94361,27.42,63.95,8.63,-36.53
JONES,P01,1705,4481,462,6648,25.65,67.4,6.95,-41.75
JONES,P02,510,2494,236,3240,15.74,76.98,7.28,-61.24
JONES,P03,759,3657,334,4750,15.98,76.99,7.03,-61.01
JONES,P04,2877,6366,853,10096,28.5,63.05,8.45,-34.55
JONES,P05,2302,3219,579,6100,37.74,52.77,9.49,-15.03
JONES,P06,679,4867,418,5964,11.38,81.61,7.01,-70.23
JONES,P07,4385,5606,1841,11832,37.06,47.38,15.56,-10.32
JONES,PROVISIONAL,246,300,58,604,40.73,49.67,9.6,-8.94
LEE,A1,49990,52619,6505,109114,45.81,48.22,5.96,-2.41
LEE,A2,58011,48242,6762,113015,51.33,42.69,5.98,8.64
LEE,B1,17632,39258,3535,60425,29.18,64.97,5.85,-35.79
LEE,B2,26998,29706,3561,60265,44.8,49.29,5.91,-4.49
LEE,C1,32315,69808,6302,108425,29.8,64.38,5.81,-34.58
LEE,C2,28821,72950,6138,107909,26.71,67.6,5.69,-40.89
LEE,D1,37011,68981,6689,112681,32.85,61.22,5.94,-28.37
LEE,D2,38792,64573,6405,109770,35.34,58.83,5.83,-23.49
LEE,E1,18632,49209,4215,72056,25.86,68.29,5.85,-42.43
LEE,E2,42405,53411,5970,101786,41.66,52.47,5.87,-10.81
LENOIR,C,18499,22886,3417,44802,41.29,51.08,7.63,-9.79
LENOIR,FC,27646,51354,6512,85512,32.33,60.05,7.62,-27.72
LENOIR,I,14170,21716,2959,38845,36.48,55.9,7.62,-19.42
LENOIR,K1,8480,411,505,9396,90.25,4.37,5.37,85.88
LENOIR,K2,11536,1104,772,13412,86.01,8.23,5.76,77.78
LENOIR,K3,16494,4204,1457,22155,74.45,18.98,6.58,55.47
LENOIR,K4,30428,21437,3965,55830,54.5,38.4,7.1,16.1
LENOIR,K5,18830,5714,1868,26412,71.29,21.63,7.07,49.66
LENOIR,K6,25507,5917,2235,33659,75.78,17.58,6.64,58.2
LENOIR,K7,22082,5944,1959,29985,73.64,19.82,6.53,53.82
LENOIR,K8,14618,905,948,16471,88.75,5.49,5.76,83.26
LENOIR,K9,28459,10732,2755,41946,67.85,25.59,6.57,42.26
LENOIR,MH,32692,36791,5335,74818,43.7,49.17,7.13,-5.47
LENOIR,N,20297,36398,4709,61404,33.05,59.28,7.67,-26.23
LENOIR,PH1,2653,9391,1018,13062,20.31,71.9,7.79,-51.59
LENOIR,PH2,4763,16946,1796,23505,20.26,72.1,7.64,-51.84
LENOIR,SH,3764,10188,1101,15053,25.0,67.68,7.31,-42.68
LENOIR,SW,5789,14722,1627,22138,26.15,66.5,7.35,-40.35
LENOIR,T1,5694,19676,2168,27538,20.68,71.45,7.87,-50.77
LENOIR,T2,4576,16691,1858,23125,19.79,72.18,8.03,-52.39
LENOIR,V,21963,17255,2912,42130,52.13,40.96,6.91,11.17
LENOIR,W,5533,17650,1943,25126,22.02,70.25,7.73,-48.23
LINCOLN,AS25,9313,49007,3973,62293,14.95,78.67,6.38,-63.72
LINCOLN,BC13,8244,25117,2349,35710,23.09,70.34,6.58,-47.25
LINCOLN,BS26,10479,42025,3672,56176,18.65,74.81,6.54,-56.16
LINCOLN,CF19,8889,35289,3102,47280,18.8,74.64,6.56,-55.84
LINCOLN,DN29,15460,71135,5936,92531,16.71,76.88,6.42,-60.17
LINCOLN,DV08,9154,62758,5061,76973,11.89,81.53,6.58,-69.64
LINCOLN,DW28,13218,61712,5189,80119,16.5,77.03,6.48,-60.53
LINCOLN,HC33,11932,74995,6140,93067,12.82,80.58,6.6,-67.76
LINCOLN,IS20,5328,36841,2929,45098,11.81,81.69,6.49,-69.88
LINCOLN,IS23,11141,52088,4443,67672,16.46,76.97,6.57,-60.51
LINCOLN,LB34,8828,54360,4459,67647,13.05,80.36,6.59,-67.31
LINCOLN,LI14,6873,28175,2431,37479,18.34,75.18,6.49,-56.84
LINCOLN,LN11,10742,23948,2461,37151,28.91,64.46,6.62,-35.55
LINCOLN,LS12,10081,25320,2499,37900,26.6,66.81,6.59,-40.21
LINCOLN,LW18,10093,32815,3069,45977,21.95,71.37,6.68,-49.42
LINCOLN,LW31,29738,86154,8117,124009,23.98,69.47,6.55,-45.49
LINCOLN,NB35,9718,84056,6523,100297,9.69,83.81,6.5,-74.12
LINCOLN,OB21,7254,50318,3872,61444,11.81,81.89,6.3,-70.08
LINCOLN,PC22,10107,56052,4572,70731,14.29,79.25,6.46,-64.96
LINCOLN,SL24,6815,35043,2905,44763,15.22,78.29,6.49,-63.07
LINCOLN,ST36,13244,64273,5351,82868,15.98,77.56,6.46,-61.58
LINCOLN,TA37,25700,89604,8229,123533,20.8,72.53,6.66,-51.73
LINCOLN,WP32,35320,120112,10945,166377,21.23,72.19,6.58,-50.96
MACON,01,13637,29821,8827,52285,26.08,57.04,16.88,-30.96
MACON,02,6995,14505,4312,25812,27.1,56.19,16.71,-29.09
MACON,03,13227,31622,8969,53818,24.58,58.76,16.67,-34.18
MACON,04,7953,19987,5633,33573,23.69,59.53,16.78,-35.84
MACON,05,12832,36054,9790,58676,21.87,61.45,16.68,-39.58
MACON,06,10923,30584,8327,49834,21.92,61.37,16.71,-39.45
MACON,07,10342,28631,7812,46785,22.11,61.2,16.7,-39.09
MACON,08,1969,6624,1712,10305,19.11,64.28,16.61,-45.17
MACON,09,16224,28132,8515,52871,30.69,53.21,16.11,-22.52
MACON,10,2487,5600,1511,9598,25.91,58.35,15.74,-32.44
MACON,11,13784,41102,10536,65422,21.07,62.83,16.1,-41.76
MACON,12,11379,27370,7635,46384,24.53,59.01,16.46,-34.48
MACON,13,2519,9439,2338,14296,17.62,66.03,16.35,-48.41
MACON,14,3228,11586,2954,17768,18.17,65.21,16.63,-47.04
MACON,15,10778,29757,8058,48593,22.18,61.24,16.58,-39.06
MADISON,BEECH,20821,34441,4360,59622,34.92,57.77,7.31,-22.85
MADISON,EBBS C,7889,12673,1627,22189,35.55,57.11,7.33,-21.56
MADISON,GRAPEV,8061,13301,1676,23038,34.99,57.74,7.27,-22.75
MADISON,HOT SP,6487,9091,1264,16842,38.52,53.98,7.51,-15.46
MADISON,LAUREL,5612,10892,1308,17812,31.51,61.15,7.34,-29.64
MADISON,MARS H,33199,43727,6090,83016,39.99,52.67,7.34,-12.68
MADISON,NORTH,18390,26019,3532,47941,38.36,54.27,7.37,-15.91
MADISON,REVERE,2484,2435,424,5343,46.49,45.57,7.94,0.92
MADISON,SANDY,3648,5878,760,10286,35.47,57.15,7.39,-21.68
MADISON,SOUTH,9252,10768,1602,21622,42.79,49.8,7.41,-7.01
MADISON,SPRING,6449,7241,1117,14807,43.55,48.9,7.54,-5.35
MADISON,WALNUT,9953,15237,2033,27223,36.56,55.97,7.47,-19.41
MARTIN,ABSENTEE,4451,2236,711,7398,60.16,30.22,9.61,29.94
MARTIN,BG,2951,8977,1368,13296,22.19,67.52,10.29,-45.33
MARTIN,CR,2971,4449,903,8323,35.7,53.45,10.85,-17.75
MARTIN,EARLY VOTING,85334,82085,17027,184446,46.27,44.5,9.23,1.77
MARTIN,GRF,2737,9271,1115,13123,20.86,70.65,8.5,-49.79
MARTIN,GSN,4822,4442,834,10098,47.75,43.99,8.26,3.76
MARTIN,HMT,4290,4198,758,9246,46.4,45.4,8.2,1.0
MARTIN,JMV,3200,7532,1414,12146,26.35,62.01,11.64,-35.66
MARTIN,PROVISIONAL,466,287,75,828,56.28,34.66,9.06,21.62
MARTIN,RBV,8815,5434,1694,15943,55.29,34.08,10.63,21.21
MARTIN,WM1,5132,3870,969,9971,51.47,38.81,9.72,12.66
MARTIN,WM2,5884,3923,922,10729,54.84,36.56,8.59,18.28
MCDOWELL,CCREEK,9212,29696,3478,42386,21.73,70.06,8.21,-48.33
MCDOWELL,DYSART,8910,40179,4225,53314,16.71,75.36,7.92,-58.65
MCDOWELL,FORT 1,5738,18122,2248,26108,21.98,69.41,8.61,-47.43
MCDOWELL,FORT 2,8654,26013,3165,37832,22.87,68.76,8.37,-45.89
MCDOWELL,GLENWD,6109,31706,3397,41212,14.82,76.93,8.24,-62.11
MCDOWELL,HIGGIN,4789,25903,2694,33386,14.34,77.59,8.07,-63.25
MCDOWELL,M.COVE,5402,27710,2803,35915,15.04,77.15,7.8,-62.11
MCDOWELL,MAR 1,13274,42130,4999,60403,21.98,69.75,8.28,-47.77
MCDOWELL,MAR 2,9453,14707,2323,26483,35.69,55.53,8.77,-19.84
MCDOWELL,MAR 3,3634,13298,1523,18455,19.69,72.06,8.25,-52.37
MCDOWELL,MAR 4,4713,14478,1739,20930,22.52,69.17,8.31,-46.65
MCDOWELL,MAR 5,4567,14965,1791,21323,21.42,70.18,8.4,-48.76
MCDOWELL,N.COVE,3099,14017,1408,18524,16.73,75.67,7.6,-58.94
MCDOWELL,NEBO,10228,41785,4479,56492,18.11,73.97,7.93,-55.86
MCDOWELL,PLEASA,8051,33341,3699,45091,17.86,73.94,8.2,-56.08
MCDOWELL,T.COVE,2237,11726,1106,15069,14.85,77.82,7.34,-62.97
MCDOWELL,WEST M,12696,52950,5755,71401,17.78,74.16,8.06,-56.38
MECKLENBURG,001,27784,8437,5864,42085,66.02,20.05,13.93,45.97
MECKLENBURG,002,65332,10232,11685,87249,74.88,11.73,13.39,63.15
MECKLENBURG,003,39145,2363,6376,47884,81.75,4.93,13.32,76.82
MECKLENBURG,004,39868,5521,7457,52846,75.44,10.45,14.11,64.99
MECKLENBURG,005,27599,2999,4896,35494,77.76,8.45,13.79,69.31
MECKLENBURG,006,34490,3688,6090,44268,77.91,8.33,13.76,69.58
MECKLENBURG,007,38613,8013,7294,53920,71.61,14.86,13.53,56.75
MECKLENBURG,008,35431,15473,8452,59356,59.69,26.07,14.24,33.62
MECKLENBURG,009,95288,18937,17763,131988,72.19,14.35,13.46,57.84
MECKLENBURG,010,55198,11505,10451,77154,71.54,14.91,13.55,56.63
MECKLENBURG,011,178360,29212,32072,239644,74.43,12.19,13.38,62.24
MECKLENBURG,012,61758,6443,10295,78496,78.68,8.21,13.12,70.47
MECKLENBURG,013,99918,12098,16797,128813,77.57,9.39,13.04,68.18
MECKLENBURG,014,101655,10660,17010,129325,78.6,8.24,13.15,70.36
MECKLENBURG,015,93994,11615,15919,121528,77.34,9.56,13.1,67.78
MECKLENBURG,016,65333,1660,9205,76198,85.74,2.18,12.08,83.56
MECKLENBURG,017,34430,2492,5586,42508,81.0,5.86,13.14,75.14
MECKLENBURG,018,27227,11610,6388,45225,60.2,25.67,14.12,34.53
MECKLENBURG,019,30977,11860,7072,49909,62.07,23.76,14.17,38.31
MECKLENBURG,020,46027,11549,9159,66735,68.97,17.31,13.72,51.66
MECKLENBURG,021,47308,10032,8985,66325,71.33,15.13,13.55,56.2
MECKLENBURG,022,166972,45221,32478,244671,68.24,18.48,13.27,49.76
MECKLENBURG,023,57087,8281,9907,75275,75.84,11.0,13.16,64.84
MECKLENBURG,024,55916,6249,9420,71585,78.11,8.73,13.16,69.38
MECKLENBURG,025,43016,1145,6406,50567,85.07,2.26,12.67,82.81
MECKLENBURG,026,78023,5139,12474,95636,81.58,5.37,13.04,76.21
MECKLENBURG,027,54662,4039,8856,67557,80.91,5.98,13.11,74.93
MECKLENBURG,028,44478,3942,7283,55703,79.85,7.08,13.07,72.77
MECKLENBURG,029,43242,4654,7340,55236,78.29,8.43,13.29,69.86
MECKLENBURG,030,120521,11217,19657,151395,79.61,7.41,12.98,72.2
MECKLENBURG,031,48367,3347,7759,59473,81.33,5.63,13.05,75.7
MECKLENBURG,032,31735,16158,7833,55726,56.95,29.0,14.06,27.95
MECKLENBURG,033,38018,5377,7082,50477,75.32,10.65,14.03,64.67
MECKLENBURG,034,56947,9308,10751,77006,73.95,12.09,13.96,61.86
MECKLENBURG,035,40200,10586,8140,58926,68.22,17.96,13.81,50.26
MECKLENBURG,036,43538,14950,9485,67973,64.05,21.99,13.95,42.06
MECKLENBURG,037,43668,12617,8953,65238,66.94,19.34,13.72,47.6
MECKLENBURG,038,38295,7998,7247,53540,71.53,14.94,13.54,56.59
MECKLENBURG,039,53365,3030,8390,64785,82.37,4.68,12.95,77.69
MECKLENBURG,040,46042,3482,7424,56948,80.85,6.11,13.04,74.74
MECKLENBURG,041,47867,3244,7679,58790,81.42,5.52,13.06,75.9
MECKLENBURG,042,53581,1637,8199,63417,84.49,2.58,12.93,81.91
MECKLENBURG,043,56868,4478,9506,70852,80.26,6.32,13.42,73.94
MECKLENBURG,044,42023,5556,7298,54877,76.58,10.12,13.3,66.46
MECKLENBURG,045,38324,6132,7196,51652,74.2,11.87,13.93,62.33
MECKLENBURG,046,54538,7170,9548,71256,76.54,10.06,13.4,66.48
MECKLENBURG,047,50345,16208,10711,77264,65.16,20.98,13.86,44.18
MECKLENBURG,048,29852,16229,7614,53695,55.6,30.22,14.18,25.38
MECKLENBURG,049,62595,16064,12288,90947,68.83,17.66,13.51,51.17
MECKLENBURG,050,35864,8749,7088,51701,69.37,16.92,13.71,52.45
MECKLENBURG,051,52878,13617,10551,77046,68.63,17.67,13.69,50.96
MECKLENBURG,052,73783,10158,12627,96568,76.41,10.52,13.08,65.89
MECKLENBURG,053,67069,4068,10593,81730,82.06,4.98,12.96,77.08
