county,precinct_id,dem,rep,third,total,pct_dem,pct_rep,pct_third,pct_margin
MECKLENBURG,054,64768,4032,10173,78973,82.01,5.11,12.88,76.9
MECKLENBURG,055,32966,1153,4991,39110,84.29,2.95,12.76,81.34
MECKLENBURG,056,34823,1562,5363,41748,83.41,3.74,12.85,79.67
MECKLENBURG,057,44881,14793,9547,69221,64.84,21.37,13.79,43.47
MECKLENBURG,058,42393,12131,8802,63326,66.94,19.16,13.9,47.78
MECKLENBURG,059,24892,6300,4913,36105,68.94,17.45,13.61,51.49
MECKLENBURG,060,41590,1877,6619,50086,83.04,3.75,13.22,79.29
MECKLENBURG,061,43290,6012,7929,57231,75.64,10.5,13.85,65.14
MECKLENBURG,062,33697,4960,6259,44916,75.02,11.04,13.93,63.98
MECKLENBURG,063,37745,5935,7094,50774,74.34,11.69,13.97,62.65
MECKLENBURG,064,24439,4475,4801,33715,72.49,13.27,14.24,59.22
MECKLENBURG,065,25738,8576,5916,40230,63.98,21.32,14.71,42.66
MECKLENBURG,066,32347,8490,6493,47330,68.34,17.94,13.72,50.4
MECKLENBURG,067,26263,9970,5907,42140,62.32,23.66,14.02,38.66
MECKLENBURG,068,22041,5758,4585,32384,68.06,17.78,14.16,50.28
MECKLENBURG,069,69962,32093,16811,118866,58.86,27.0,14.14,31.86
MECKLENBURG,070,38021,15957,8762,62740,60.6,25.43,13.97,35.17
MECKLENBURG,071,38430,17189,8927,64546,59.54,26.63,13.83,32.91
MECKLENBURG,072,27726,9101,6037,42864,64.68,21.23,14.08,43.45
MECKLENBURG,073,31270,10136,6712,48118,64.99,21.06,13.95,43.93
MECKLENBURG,074,57789,22801,12934,93524,61.79,24.38,13.83,37.41
MECKLENBURG,075,55092,23571,12857,91520,60.2,25.76,14.05,34.44
MECKLENBURG,076,52550,17777,11496,81823,64.22,21.73,14.05,42.49
MECKLENBURG,077,62057,5197,10080,77334,80.25,6.72,13.03,73.53
MECKLENBURG,078.1,68050,9548,11856,89454,76.07,10.67,13.25,65.4
MECKLENBURG,079,43054,7111,7624,57789,74.5,12.31,13.19,62.19
MECKLENBURG,080,77151,10070,13150,100371,76.87,10.03,13.1,66.84
MECKLENBURG,081,90452,9175,15035,114662,78.89,8.0,13.11,70.89
MECKLENBURG,082,61364,2875,9642,73881,83.06,3.89,13.05,79.17
MECKLENBURG,083,56130,11270,11337,78737,71.29,14.31,14.4,56.98
MECKLENBURG,084,38024,4743,6812,49579,76.69,9.57,13.74,67.12
MECKLENBURG,085,46596,10566,9732,66894,69.66,15.8,14.55,53.86
MECKLENBURG,086,31036,16781,8017,55834,55.59,30.06,14.36,25.53
MECKLENBURG,087,46820,13854,9855,70529,66.38,19.64,13.97,46.74
MECKLENBURG,088,44592,14449,9642,68683,64.92,21.04,14.04,43.88
MECKLENBURG,089,122143,20774,22315,165232,73.92,12.57,13.51,61.35
MECKLENBURG,090,27060,9684,6007,42751,63.3,22.65,14.05,40.65
MECKLENBURG,091,72906,31805,17023,121734,59.89,26.13,13.98,33.76
MECKLENBURG,092,48403,20032,11315,79750,60.69,25.12,14.19,35.57
MECKLENBURG,093,27730,15162,7278,50170,55.27,30.22,14.51,25.05
MECKLENBURG,094,33207,7430,6899,47536,69.86,15.63,14.51,54.23
MECKLENBURG,095,34275,4613,6218,45106,75.99,10.23,13.79,65.76
MECKLENBURG,096,38926,10933,8661,58520,66.52,18.68,14.8,47.84
MECKLENBURG,097,25565,2436,4253,32254,79.26,7.55,13.19,71.71
MECKLENBURG,098,54132,6446,9087,69665,77.7,9.25,13.04,68.45
MECKLENBURG,099,33053,2705,5517,41275,80.08,6.55,13.37,73.53
MECKLENBURG,100,49737,17589,11118,78444,63.4,22.42,14.17,40.98
MECKLENBURG,101,34505,15976,8365,58846,58.64,27.15,14.22,31.49
MECKLENBURG,102,82633,15207,16269,114109,72.42,13.33,14.26,59.09
MECKLENBURG,103,54733,22683,13002,90418,60.53,25.09,14.38,35.44
MECKLENBURG,104,55771,3357,9007,68135,81.85,4.93,13.22,76.92
MECKLENBURG,105,87354,8406,15504,111264,78.51,7.56,13.93,70.95
MECKLENBURG,106,32736,9568,7226,49530,66.09,19.32,14.59,46.77
MECKLENBURG,107.1,83015,5883,13455,102353,81.11,5.75,13.15,75.36
MECKLENBURG,108,39867,3810,6844,50521,78.91,7.54,13.55,71.37
MECKLENBURG,109,63468,8703,10977,83148,76.33,10.47,13.2,65.86
MECKLENBURG,110,24317,9187,5424,38928,62.47,23.6,13.93,38.87
MECKLENBURG,111,49206,17570,10857,77633,63.38,22.63,13.99,40.75
MECKLENBURG,112,34277,16540,8443,59260,57.84,27.91,14.25,29.93
MECKLENBURG,113,53865,24667,12882,91414,58.92,26.98,14.09,31.94
MECKLENBURG,114,47118,19764,10985,77867,60.51,25.38,14.11,35.13
MECKLENBURG,115,28058,5123,5490,38671,72.56,13.25,14.2,59.31
MECKLENBURG,116,27815,4068,5257,37140,74.89,10.95,14.15,63.94
MECKLENBURG,117,43664,5526,7860,57050,76.54,9.69,13.78,66.85
MECKLENBURG,118,51302,16692,10873,78867,65.05,21.16,13.79,43.89
MECKLENBURG,119,27403,9121,6276,42800,64.03,21.31,14.66,42.72
MECKLENBURG,120,33558,4081,5769,43408,77.31,9.4,13.29,67.91
MECKLENBURG,121,59480,31113,15176,105769,56.24,29.42,14.35,26.82
MECKLENBURG,122,97881,20519,18628,137028,71.43,14.97,13.59,56.46
MECKLENBURG,123,51543,5150,8909,65602,78.57,7.85,13.58,70.72
MECKLENBURG,124,51288,4115,8627,64030,80.1,6.43,13.47,73.67
MECKLENBURG,125,24027,3845,4557,32429,74.09,11.86,14.05,62.23
MECKLENBURG,126,90630,6599,14573,111802,81.06,5.9,13.03,75.16
MECKLENBURG,127,98097,41513,8975,148585,66.02,27.94,6.04,38.08
MECKLENBURG,128,60216,9898,11034,81148,74.21,12.2,13.6,62.01
MECKLENBURG,129,20606,3774,1576,25956,79.39,14.54,6.07,64.85
MECKLENBURG,130,30550,5663,6041,42254,72.3,13.4,14.3,58.9
MECKLENBURG,131,27988,12647,6804,47439,59.0,26.66,14.34,32.34
MECKLENBURG,132,59360,6832,10983,77175,76.92,8.85,14.23,68.07
MECKLENBURG,133,82552,38210,8012,128774,64.11,29.67,6.22,34.44
MECKLENBURG,134,119875,38697,10527,169099,70.89,22.88,6.23,48.01
MECKLENBURG,135,166049,10196,26171,202416,82.03,5.04,12.93,76.99
MECKLENBURG,136,44160,20073,4111,68344,64.61,29.37,6.02,35.24
MECKLENBURG,137,96133,45556,23157,164846,58.32,27.64,14.05,30.68
MECKLENBURG,138,63999,8130,10894,83023,77.09,9.79,13.12,67.3
MECKLENBURG,139.1,58148,22356,12863,93367,62.28,23.94,13.78,38.34
MECKLENBURG,140,85990,35127,19556,140673,61.13,24.97,13.9,36.16
MECKLENBURG,141,91153,7359,15290,113802,80.1,6.47,13.44,73.63
MECKLENBURG,142,100896,48640,9968,159504,63.26,30.49,6.25,32.77
MECKLENBURG,143,93216,40865,8739,142820,65.27,28.61,6.12,36.66
MECKLENBURG,144,60841,23438,13603,97882,62.16,23.95,13.9,38.21
MECKLENBURG,145,216325,37235,37500,291060,74.32,12.79,12.88,61.53
MECKLENBURG,146,87206,5477,13916,106599,81.81,5.14,13.05,76.67
MECKLENBURG,147,71116,8600,11970,91686,77.56,9.38,13.06,68.18
MECKLENBURG,148,186542,55488,38192,280222,66.57,19.8,13.63,46.77
MECKLENBURG,149,127405,10787,21909,160101,79.58,6.74,13.68,72.84
MECKLENBURG,150,74339,13522,13452,101313,73.38,13.35,13.28,60.03
MECKLENBURG,151,122136,14184,19598,155918,78.33,9.1,12.57,69.23
MECKLENBURG,200,58107,16299,4948,79354,73.23,20.54,6.24,52.69
MECKLENBURG,201,177737,30404,28044,236185,75.25,12.87,11.87,62.38
MECKLENBURG,202,150800,63811,20666,235277,64.09,27.12,8.78,36.97
MECKLENBURG,203,180307,20122,31331,231760,77.8,8.68,13.52,69.12
MECKLENBURG,204.1,118814,9617,19508,147939,80.31,6.5,13.19,73.81
MECKLENBURG,205,90968,14342,14270,119580,76.07,11.99,11.93,64.08
MECKLENBURG,206,137501,32997,10362,180860,76.03,18.24,5.73,57.79
MECKLENBURG,207,92983,40936,8825,142744,65.14,28.68,6.18,36.46
MECKLENBURG,208,65741,45129,11197,122067,53.86,36.97,9.17,16.89
MECKLENBURG,209,83849,30632,8005,122486,68.46,25.01,6.54,43.45
MECKLENBURG,210,135736,9010,21181,165927,81.8,5.43,12.77,76.37
MECKLENBURG,211,220280,23239,31567,275086,80.08,8.45,11.48,71.63
MECKLENBURG,212,266775,22402,41690,330867,80.63,6.77,12.6,73.86
MECKLENBURG,213,110377,7356,17713,135446,81.49,5.43,13.08,76.06
MECKLENBURG,214,75900,8789,13167,97856,77.56,8.98,13.46,68.58
MECKLENBURG,215,61696,25267,5588,92551,66.66,27.3,6.04,39.36
MECKLENBURG,216,83904,30743,7524,122171,68.68,25.16,6.16,43.52
MECKLENBURG,217,44721,15755,3940,64416,69.43,24.46,6.12,44.97
MECKLENBURG,218,41102,23116,4394,68612,59.9,33.69,6.4,26.21
MECKLENBURG,219,42281,22982,4341,69604,60.75,33.02,6.24,27.73
MECKLENBURG,220,45202,26578,4745,76525,59.07,34.73,6.2,24.34
MECKLENBURG,221,62533,45303,7370,115206,54.28,39.32,6.4,14.96
MECKLENBURG,222,153654,18333,20287,192274,79.91,9.53,10.55,70.38
MECKLENBURG,223.1,152300,31201,25230,208731,72.96,14.95,12.09,58.01
MECKLENBURG,224,61099,14610,8267,83976,72.76,17.4,9.84,55.36
MECKLENBURG,225,50853,16825,4464,72142,70.49,23.32,6.19,47.17
MECKLENBURG,226,58221,22571,13089,93881,62.02,24.04,13.94,37.98
MECKLENBURG,227,115148,47090,24741,186979,61.58,25.18,13.23,36.4
MECKLENBURG,228,83342,13220,14867,111429,74.79,11.86,13.34,62.93
MECKLENBURG,229,276837,67426,35124,379387,72.97,17.77,9.26,55.2
MECKLENBURG,230,205406,33290,33764,272460,75.39,12.22,12.39,63.17
MECKLENBURG,231,79811,24149,6786,110746,72.07,21.81,6.13,50.26
MECKLENBURG,232,75849,32805,17778,126432,59.99,25.95,14.06,34.04
MECKLENBURG,233,67247,32420,6472,106139,63.36,30.54,6.1,32.82
MECKLENBURG,234,54751,21551,4978,81280,67.36,26.51,6.12,40.85
MECKLENBURG,235,50569,17691,4444,72704,69.55,24.33,6.11,45.22
MECKLENBURG,236,81144,49450,8656,139250,58.27,35.51,6.22,22.76
MECKLENBURG,237,93989,9017,16352,119358,78.75,7.55,13.7,71.2
MECKLENBURG,238.1,66872,9356,11896,88124,75.88,10.62,13.5,65.26
MECKLENBURG,239,91858,11242,15831,118931,77.24,9.45,13.31,67.79
MECKLENBURG,240,85800,46961,13149,145910,58.8,32.18,9.01,26.62
MECKLENBURG,241,186598,53272,15446,255316,73.09,20.87,6.05,52.22
MECKLENBURG,242,38367,31475,7103,76945,49.86,40.91,9.23,8.95
MECKLENBURG,243,202302,40775,29447,272524,74.23,14.96,10.81,59.27
MECKLENBURG,ABSENTEE BY MAIL,907952,199917,146709,1254578,72.37,15.93,11.69,56.44
MECKLENBURG,PROVISIONAL,50533,8489,8172,67194,75.2,12.63,12.16,62.57
MITCHELL,01,5373,20493,2217,28083,19.13,72.97,7.89,-53.84
MITCHELL,02,471,4783,421,5675,8.3,84.28,7.42,-75.98
MITCHELL,03,1759,8731,918,11408,15.42,76.53,8.05,-61.11
MITCHELL,04,22826,89144,10059,122029,18.71,73.05,8.24,-54.34
MITCHELL,05,2228,12901,1246,16375,13.61,78.78,7.61,-65.17
MITCHELL,06,1670,8577,869,11116,15.02,77.16,7.82,-62.14
MITCHELL,07,371,2472,207,3050,12.16,81.05,6.79,-68.89
MITCHELL,08,835,5168,501,6504,12.84,79.46,7.7,-66.62
MITCHELL,09,5722,19766,2156,27644,20.7,71.5,7.8,-50.8
MONTGOMERY,BIS,9710,11077,2541,23328,41.62,47.48,10.89,-5.86
MONTGOMERY,CAN,8523,11659,1838,22020,38.71,52.95,8.35,-14.24
MONTGOMERY,CHE,2235,8393,949,11577,19.31,72.5,8.2,-53.19
MONTGOMERY,ELD,6236,22735,4625,33596,18.56,67.67,13.77,-49.11
MONTGOMERY,LIT,1679,7833,1184,10696,15.7,73.23,11.07,-57.53
MONTGOMERY,MTG,14306,9079,2280,25665,55.74,35.38,8.88,20.36
MONTGOMERY,OPH,666,4166,623,5455,12.21,76.37,11.42,-64.16
MONTGOMERY,PEE,5544,20027,2385,27956,19.83,71.64,8.53,-51.81
MONTGOMERY,ROC,5880,4527,943,11350,51.81,39.89,8.31,11.92
MONTGOMERY,STA,5834,19511,4066,29411,19.84,66.34,13.82,-46.5
MONTGOMERY,T1,10562,18522,4554,33638,31.4,55.06,13.54,-23.66
MONTGOMERY,T2,6684,15230,3787,25701,26.01,59.26,14.73,-33.25
MONTGOMERY,UWH,5443,18791,2272,26506,20.53,70.89,8.57,-50.36
MONTGOMERY,WAD,3242,2920,793,6955,46.61,41.98,11.4,4.63
MOORE,ABSENTEE,34460,50094,19308,103862,33.18,48.23,18.59,-15.05
MOORE,BEN,2494,11095,3228,16817,14.83,65.97,19.19,-51.14
MOORE,CAM,2424,10457,3894,16775,14.45,62.34,23.21,-47.89
MOORE,CAR,3942,14202,4469,22613,17.43,62.8,19.76,-45.37
MOORE,DHR,1563,9461,2598,13622,11.47,69.45,19.07,-57.98
MOORE,EAB,4497,8417,3108,16022,28.07,52.53,19.4,-24.46
MOORE,EKWD,1395,4079,1324,6798,20.52,60.0,19.48,-39.48
MOORE,EUR-WP,4522,16760,5381,26663,16.96,62.86,20.18,-45.9
MOORE,EV AG,112994,397323,125119,635436,17.78,62.53,19.69,-44.75
MOORE,EV RS,131425,285179,103952,520556,25.25,54.78,19.97,-29.53
MOORE,EWD,1893,7673,2362,11928,15.87,64.33,19.8,-48.46
MOORE,LATE ABSENTEE,3817,6213,2361,12391,30.8,50.14,19.05,-19.34
MOORE,LTR,3143,12765,3590,19498,16.12,65.47,18.41,-49.35
MOORE,NSP,4819,6734,2901,14454,33.34,46.59,20.07,-13.25
MOORE,PBF,4123,9443,3332,16898,24.4,55.88,19.72,-31.48
MOORE,PDN,4810,9337,3770,17917,26.85,52.11,21.04,-25.26
MOORE,PHA1,3966,12494,4154,20614,19.24,60.61,20.15,-41.37
MOORE,PHA2,2808,8214,2658,13680,20.53,60.04,19.43,-39.51
MOORE,PHB1A,3091,7539,2587,13217,23.39,57.04,19.57,-33.65
MOORE,PHB2,2170,6553,2143,10866,19.97,60.31,19.72,-40.34
MOORE,PHC,5306,13736,4670,23712,22.38,57.93,19.69,-35.55
MOORE,PROVISIONAL,1170,3075,1024,5269,22.21,58.36,19.43,-36.15
MOORE,RBN,1311,7151,2075,10537,12.44,67.87,19.69,-55.43
MOORE,SLS,4290,14552,4514,23356,18.37,62.31,19.33,-43.94
MOORE,SSP,6946,6622,3334,16902,41.1,39.18,19.73,1.92
MOORE,TLT,2844,1215,952,5011,56.76,24.25,19.0,32.51
MOORE,VSS,3217,11073,3483,17773,18.1,62.3,19.6,-44.2
MOORE,WAB,4521,8579,3205,16305,27.73,52.62,19.66,-24.89
MOORE,WEM,2098,16695,4437,23230,9.03,71.87,19.1,-62.84
MOORE,WKWD1,2284,6608,2092,10984,20.79,60.16,19.05,-39.37
MOORE,WND,3234,11050,3369,17653,18.32,62.6,19.08,-44.28
NASH,P01A,27630,32984,7062,67676,40.83,48.74,10.44,-7.91
NASH,P02A,20191,23825,5201,49217,41.02,48.41,10.57,-7.39
NASH,P03A,13811,20548,4113,38472,35.9,53.41,10.69,-17.51
NASH,P04A,15472,18891,3957,38320,40.38,49.3,10.33,-8.92
NASH,P05A,18750,40746,6802,66298,28.28,61.46,10.26,-33.18
NASH,P06A,33997,21971,6393,62361,54.52,35.23,10.25,19.29
NASH,P07A,6564,10015,2016,18595,35.3,53.86,10.84,-18.56
NASH,P08A,77362,56964,15625,149951,51.59,37.99,10.42,13.6
NASH,P09A,14239,11863,2864,28966,49.16,40.95,9.89,8.21
NASH,P10A,27237,11005,4171,42413,64.22,25.95,9.83,38.27
NASH,P11A,22867,36868,7424,67159,34.05,54.9,11.05,-20.85
NASH,P12A,12502,7132,2093,21727,57.54,32.83,9.63,24.71
NASH,P13A,11250,2933,1531,15714,71.59,18.66,9.74,52.93
NASH,P14A,16524,14027,3678,34229,48.27,40.98,10.75,7.29
NASH,P15A,41617,39609,9089,90315,46.08,43.86,10.06,2.22
NASH,P16A,27082,12148,4493,43723,61.94,27.78,10.28,34.16
NASH,P17A,55531,15696,8441,79668,69.7,19.7,10.6,50.0
NASH,P18A,38200,10989,5655,54844,69.65,20.04,10.31,49.61
NASH,P19A,63975,36347,11624,111946,57.15,32.47,10.38,24.68
NASH,P20A,32718,15519,5527,53764,60.85,28.87,10.28,31.98
NASH,P21A,37339,9902,5293,52534,71.08,18.85,10.08,52.23
NASH,P22A,26997,2510,3368,32875,82.12,7.63,10.24,74.49
NASH,P23A,45259,5910,5910,57079,79.29,10.35,10.35,68.94
NASH,P24A,24842,31180,6063,62085,40.01,50.22,9.77,-10.21
NEW HANOVER,CF01,18722,18229,2639,39590,47.29,46.04,6.67,1.25
NEW HANOVER,CF02,8191,14682,1652,24525,33.4,59.87,6.74,-26.47
NEW HANOVER,CF05,12599,11304,1736,25639,49.14,44.09,6.77,5.05
NEW HANOVER,CF06,9656,11354,1496,22506,42.9,50.45,6.65,-7.55
NEW HANOVER,EARLY VOTING BOE,285854,262336,35474,583664,48.98,44.95,6.08,4.03
NEW HANOVER,EARLY VOTING CB,198360,269250,29324,496934,39.92,54.18,5.9,-14.26
NEW HANOVER,EARLY VOTING CFCC,298571,99009,25945,423525,70.5,23.38,6.13,47.12
NEW HANOVER,EARLY VOTING NLB,320403,373886,44413,738702,43.37,50.61,6.01,-7.24
NEW HANOVER,EARLY VOTING SRC,367869,306855,45359,720083,51.09,42.61,6.3,8.48
NEW HANOVER,FP03,7323,6911,942,15176,48.25,45.54,6.21,2.71
NEW HANOVER,FP04,19449,23361,2895,45705,42.55,51.11,6.33,-8.56
NEW HANOVER,FP06,14047,16324,2067,32438,43.3,50.32,6.37,-7.02
NEW HANOVER,FP07,13989,16693,2105,32787,42.67,50.91,6.42,-8.24
NEW HANOVER,FP08,14928,15583,2045,32556,45.85,47.87,6.28,-2.02
NEW HANOVER,H01,5510,6423,915,12848,42.89,49.99,7.12,-7.1
NEW HANOVER,H02,9559,11303,1336,22198,43.06,50.92,6.02,-7.86
NEW HANOVER,H04,13674,11514,1907,27095,50.47,42.49,7.04,7.98
NEW HANOVER,H05,11423,14094,1815,27332,41.79,51.57,6.64,-9.78
NEW HANOVER,H06,10956,13025,1793,25774,42.51,50.54,6.96,-8.03
NEW HANOVER,H08,20725,25466,3140,49331,42.01,51.62,6.37,-9.61
NEW HANOVER,H10,17219,12597,2111,31927,53.93,39.46,6.61,14.47
NEW HANOVER,H11,19867,22540,3003,45410,43.75,49.64,6.61,-5.89
NEW HANOVER,H12,13210,15209,1914,30333,43.55,50.14,6.31,-6.59
NEW HANOVER,H13,18275,20401,2538,41214,44.34,49.5,6.16,-5.16
NEW HANOVER,M02,23984,24435,3292,51711,46.38,47.25,6.37,-0.87
NEW HANOVER,M03,22151,21585,3222,46958,47.17,45.97,6.86,1.2
NEW HANOVER,M04,20991,19828,2806,43625,48.12,45.45,6.43,2.67
NEW HANOVER,M06,10449,9683,1335,21467,48.67,45.11,6.22,3.56
NEW HANOVER,M07,8945,9513,1289,19747,45.3,48.17,6.53,-2.87
NEW HANOVER,W03,11215,2716,956,14887,75.33,18.24,6.42,57.09
NEW HANOVER,W08,7185,3805,778,11768,61.06,32.33,6.61,28.73
NEW HANOVER,W12,10762,6188,1197,18147,59.3,34.1,6.6,25.2
NEW HANOVER,W15,28877,7851,2516,39244,73.58,20.01,6.41,53.57
NEW HANOVER,W16,11476,9294,1592,22362,51.32,41.56,7.12,9.76
NEW HANOVER,W17,8202,7955,1200,17357,47.25,45.83,6.91,1.42
NEW HANOVER,W21,20108,13687,2401,36196,55.55,37.81,6.63,17.74
NEW HANOVER,W25,16674,6339,1569,24582,67.83,25.79,6.38,42.04
NEW HANOVER,W26,12600,6463,1386,20449,61.62,31.61,6.78,30.01
NEW HANOVER,W27,17017,5171,1528,23716,71.75,21.8,6.44,49.95
NEW HANOVER,W29,17811,2625,1403,21839,81.56,12.02,6.42,69.54
NEW HANOVER,W30,20575,13766,2521,36862,55.82,37.34,6.84,18.48
NEW HANOVER,W31,14328,10054,1805,26187,54.71,38.39,6.89,16.32
NEW HANOVER,W33,20236,21195,2737,44168,45.82,47.99,6.2,-2.17
NEW HANOVER,W34,23431,12746,2794,38971,60.12,32.71,7.17,27.41
NEW HANOVER,W35,18109,11269,2276,31654,57.21,35.6,7.19,21.61
NEW HANOVER,WB,9354,10593,1310,21257,44.0,49.83,6.16,-5.83
NORTHAMPTON,ABSENTEE,3441,1015,414,4870,70.66,20.84,8.5,49.82
NORTHAMPTON,COMIPE,4365,4318,821,9504,45.93,45.43,8.64,0.5
NORTHAMPTON,CREEKS,1744,1496,297,3537,49.31,42.3,8.4,7.01
NORTHAMPTON,EV COOL SPRING CC,43425,15907,5064,64396,67.43,24.7,7.86,42.73
NORTHAMPTON,EV CREECY GYM,18834,4947,1951,25732,73.19,19.23,7.58,53.96
NORTHAMPTON,EV CULTURE WELL CTN,35905,19999,5007,60911,58.95,32.83,8.22,26.12
NORTHAMPTON,GALATI,1456,1401,271,3128,46.55,44.79,8.66,1.76
NORTHAMPTON,GAPL,8288,653,659,9600,86.33,6.8,6.86,79.53
NORTHAMPTON,GASTON,5801,2077,691,8569,67.7,24.24,8.06,43.46
NORTHAMPTON,JARE,1708,863,274,2845,60.04,30.33,9.63,29.71
NORTHAMPTON,LAKE G,3122,1751,464,5337,58.5,32.81,8.69,25.69
NORTHAMPTON,LASKER,364,1018,171,1553,23.44,65.55,11.01,-42.11
NORTHAMPTON,NEWTOW,1419,2045,345,3809,37.25,53.69,9.06,-16.44
NORTHAMPTON,PROVISIONAL,426,151,48,625,68.16,24.16,7.68,44.0
NORTHAMPTON,RICH S,3028,660,321,4009,75.53,16.46,8.01,59.07
NORTHAMPTON,SEABOA,3443,873,361,4677,73.62,18.67,7.72,54.95
NORTHAMPTON,SEVERN,1405,1682,282,3369,41.7,49.93,8.37,-8.23
NORTHAMPTON,WOPO,2548,1062,337,3947,64.56,26.91,8.54,37.65
ONSLOW,BC21,22682,103589,8796,135067,16.79,76.69,6.51,-59.9
ONSLOW,BM08,46439,86518,9730,142687,32.55,60.63,6.82,-28.08
ONSLOW,CL10,10509,61685,5080,77274,13.6,79.83,6.57,-66.23
ONSLOW,CR07,20569,83836,7455,111860,18.39,74.95,6.66,-56.56
ONSLOW,EN03,71430,133693,15815,220938,32.33,60.51,7.16,-28.18
ONSLOW,FS16,21051,99656,8002,128709,16.36,77.43,6.22,-61.07
ONSLOW,GB12,25605,95290,8632,129527,19.77,73.57,6.66,-53.8
ONSLOW,HM05,26432,68592,7005,102029,25.91,67.23,6.87,-41.32
ONSLOW,HN14,10351,50036,4057,64444,16.06,77.64,6.3,-61.58
ONSLOW,HR17,16189,70984,5843,93016,17.4,76.31,6.28,-58.91
ONSLOW,HU20,13353,68706,5682,87741,15.22,78.31,6.48,-63.09
ONSLOW,JA01,20148,64063,6089,90300,22.31,70.94,6.74,-48.63
ONSLOW,ML23,5348,21900,1834,29082,18.39,75.3,6.31,-56.91
ONSLOW,MT24,8012,49454,3804,61270,13.08,80.71,6.21,-67.63
ONSLOW,NE22A,29823,58118,6510,94451,31.58,61.53,6.89,-29.95
ONSLOW,NE22B,32037,84578,8622,125237,25.58,67.53,6.88,-41.95
ONSLOW,NM13,2861,23959,1751,28571,10.01,83.86,6.13,-73.85
ONSLOW,NR02,12953,7870,1636,22459,57.67,35.04,7.28,22.63
ONSLOW,RL09,23852,113936,9449,147237,16.2,77.38,6.42,-61.18
ONSLOW,SF18,23932,122513,9630,156075,15.33,78.5,6.17,-63.17
ONSLOW,SW19,25258,106442,8692,140392,17.99,75.82,6.19,-57.83
ONSLOW,TL06,17331,64302,5827,87460,19.82,73.52,6.66,-53.7
ONSLOW,VR15,8246,41891,3611,53748,15.34,77.94,6.72,-62.6
ONSLOW,WN04,26535,80384,7472,114391,23.2,70.27,6.53,-47.07
ORANGE,ABSENTEE,132725,15755,28689,177169,74.91,8.89,16.19,66.02
ORANGE,CA,2730,3061,750,6541,41.74,46.8,11.47,-5.06
ORANGE,CB1,6459,957,1158,8574,75.33,11.16,13.51,64.17
ORANGE,CF1,7941,2487,3471,13899,57.13,17.89,24.97,39.24
ORANGE,CG,3732,3062,909,7703,48.45,39.75,11.8,8.7
ORANGE,CH,2873,547,1132,4552,63.12,12.02,24.87,51.1
ORANGE,CO,4360,725,1639,6724,64.84,10.78,24.38,54.06
ORANGE,CS1,3064,1641,622,5327,57.52,30.81,11.68,26.71
ORANGE,CW,5802,8981,1978,16761,34.62,53.58,11.8,-18.96
ORANGE,CX,9781,6508,2154,18443,53.03,35.29,11.68,17.74
ORANGE,DA,7865,1954,2875,12694,61.96,15.39,22.65,46.57
ORANGE,DM,4993,904,887,6784,73.6,13.33,13.07,60.27
ORANGE,EA1,3677,752,1419,5848,62.88,12.86,24.26,50.02
ORANGE,EF,3656,3549,963,8168,44.76,43.45,11.79,1.31
ORANGE,EH,3072,572,1250,4894,62.77,11.69,25.54,51.08
ORANGE,ENO,4628,3418,1058,9104,50.83,37.54,11.62,13.29
ORANGE,ES,4816,767,1785,7368,65.36,10.41,24.23,54.95
ORANGE,EV CHL,270332,32055,81333,383720,70.45,8.35,21.2,62.1
ORANGE,EV CL,263730,21845,48010,333585,79.06,6.55,14.39,72.51
ORANGE,EV COTC,196638,21329,59833,277800,70.78,7.68,21.54,63.1
ORANGE,EV ECC,120393,71688,24127,216208,55.68,33.16,11.16,22.52
ORANGE,EV OW,272443,96728,45141,414312,65.76,23.35,10.9,42.41
ORANGE,EV SCH,224237,33048,55814,313099,71.62,10.56,17.83,61.06
ORANGE,GB,8143,3476,1554,13173,61.82,26.39,11.8,35.43
ORANGE,GL,4122,1569,1892,7583,54.36,20.69,24.95,33.67
ORANGE,H,2619,520,403,3542,73.94,14.68,11.38,59.26
ORANGE,HE,3485,1573,668,5726,60.86,27.47,11.67,33.39
ORANGE,HF,5004,1528,960,7492,66.79,20.4,12.81,46.39
ORANGE,HN,3293,1966,724,5983,55.04,32.86,12.1,22.18
ORANGE,KM,3192,1098,819,5109,62.48,21.49,16.03,40.99
ORANGE,NC,2971,671,585,4227,70.29,15.87,13.84,54.42
ORANGE,NS,4205,847,1591,6643,63.3,12.75,23.95,50.55
ORANGE,OG,7349,4924,1648,13921,52.79,35.37,11.84,17.42
ORANGE,OW1,6088,968,1204,8260,73.7,11.72,14.58,61.98
ORANGE,PA,4734,1892,869,7495,63.16,25.24,11.59,37.92
ORANGE,PROVISIONAL,2380,662,538,3580,66.48,18.49,15.03,47.99
ORANGE,RE,5208,1720,1685,8613,60.47,19.97,19.56,40.5
ORANGE,RF,5454,1114,2142,8710,62.62,12.79,24.59,49.83
ORANGE,SJ,4533,1382,748,6663,68.03,20.74,11.23,47.29
ORANGE,SM,4224,4161,1111,9496,44.48,43.82,11.7,0.66
ORANGE,TH1,3460,385,601,4446,77.82,8.66,13.52,69.16
ORANGE,TO,4346,3368,1015,8729,49.79,38.58,11.63,11.21
ORANGE,UNC,9235,2251,3523,15009,61.53,15.0,23.47,46.53
ORANGE,WC,5540,3345,1159,10044,55.16,33.3,11.54,21.86
